,movie,year,rate,votes,description,genre,minutes,director
313,El niño 44,2015,6.5,56208,    A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,"
Crime, Drama, History            ",137,Daniel Espinosa
314,Anomalisa,2015,7.3,54920,    A man crippled by the mundanity of his life experiences something out of the ordinary.,"
Animation, Comedy, Drama            ",90,Duke Johnson
315,Los tres reyes malos,II 2015,6.4,54544,"    On Christmas eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.","
Adventure, Comedy, Fantasy            ",101,Jonathan Levine
316,Pan: Viaje a Nunca Jamás,2015,5.8,53845,"    Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.","
Adventure, Family, Fantasy            ",111,Joe Wright
317,Sin límites,2015–2016,7.8,53396,    An average twenty-eight-year-old man who gains the ability to use the full extent of his brain's capabilities is hired by the F.B.I. as a consultant.,"
Comedy, Crime, Drama            ",42,Jake McDorman
318,Master of None,2015– ,8.3,53287,"    The personal and professional life of Dev, a 30-year-old actor in New York.","
Comedy            ",30,Aziz Ansari
319,Quantico,2015–2018,6.7,53023,    A look at the lives of young FBI recruits training at the Quantico base in Virginia when one of them is suspected of being a sleeper terrorist.,"
Crime, Drama, Mystery            ",42,Priyanka Chopra
320,Ash vs. Evil Dead,2015–2018,8.5,52792,"    Ash has spent the last thirty years avoiding responsibility, maturity, and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope.","
Action, Comedy, Fantasy            ",30,Bruce Campbell
321,Point Break (Sin límites),2015,5.3,51549,"    A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.","
Action, Crime, Sport            ",114,Ericson Core
322,iZombie,2015– ,7.9,51050,"    A medical resident finds that being a zombie has its perks, which she uses to assist the police.","
Comedy, Crime, Drama            ",42,Rose McIver
323,Krampus: Maldita Navidad,I 2015,6.2,51016,    A boy who has a bad Christmas ends up accidentally summoning a festive demon to his family home.,"
Action, Comedy, Fantasy            ",98,Michael Dougherty
324,Unbreakable Kimmy Schmidt,2015– ,7.7,50535,    A woman is rescued from a doomsday cult and starts life over again in New York City.,"
Comedy, Drama            ",30,Ellie Kemper
325,Kung Fury,2015,8.0,50311,"    In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.","
Short, Action, Comedy            ",31,David Sandberg
326,Aloha,I 2015,5.4,50285,    A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.,"
Comedy, Drama, Romance            ",105,Cameron Crowe
327,Poltergeist,2015,4.9,50145,    A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,"
Horror, Thriller            ",93,Gil Kenan
328,Drishyam,2015,8.3,49901,"    Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.","
Crime, Drama, Thriller            ",163,Nishikant Kamat
329,Irrational Man,2015,6.6,47841,    A tormented philosophy professor finds a will to live when he commits an existential act.,"
Comedy, Drama            ",95,Woody Allen
330,Macbeth,2015,6.6,47275,"    Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","
Drama, History, War            ",113,Justin Kurzel
331,Wayward Pines,2015–2016,7.5,47274,"    A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.","
Drama, Mystery, Sci-Fi            ",60,Siobhan Fallon Hogan
332,El principito,2015,7.8,47174,"    A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","
Animation, Adventure, Drama            ",108,Mark Osborne
333,Blackhat: Amenaza en la red,2015,5.4,47136,    A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.,"
Action, Crime, Thriller            ",133,Michael Mann
334,Una historia real,I 2015,6.3,47033,    When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,"
Crime, Drama, Mystery            ",99,Rupert Goold
335,Magic Mike XXL,2015,5.6,46943,"    Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.","
Comedy, Drama, Music            ",115,Gregory Jacobs
336,El último hombre en la Tierra,2015–2018,7.4,46603,"    Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors.","
Action, Comedy, Drama            ",22,Will Forte
337,Premonición,II 2015,6.4,46405,"    A psychic works with the F.B.I., in order to hunt down a serial killer.","
Crime, Drama, Mystery            ",101,Afonso Poyart
338,La dama de oro,2015,7.3,46327,"    Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.","
Biography, Drama, History            ",109,Simon Curtis
339,Baby,I 2015,8.1,46205,"    An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.","
Action, Thriller            ",159,Neeraj Pandey
340,Victor Frankenstein,2015,6.0,45005,"    Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.","
Drama, Horror, Sci-Fi            ",110,Paul McGuigan
341,Jugada salvaje,2015,5.6,44517,"    When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.","
Action, Crime, Drama            ",92,Simon West
342,La modista,I 2015,7.1,43451,"    A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.","
Comedy, Drama            ",119,Jocelyn Moorhouse
343,¡Pisándonos los tacones!,2015,5.1,43326,    An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,"
Action, Comedy, Crime            ",87,Anne Fletcher
344,Amor sin cita previa,I 2015,6.8,42159,"    A single woman takes the place of a stranger's blind date, which leads to her finding the perfect boyfriend.","
Comedy, Drama, Romance            ",88,Ben Palmer
345,TVF Pitchers,2015,9.2,42053,    A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,"
Comedy, Drama            ",40,Arunabh Kumar
346,Victoria,II 2015,7.7,41927,    A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,"
Crime, Drama, Romance            ",138,Sebastian Schipper
347,Amy (la chica detrás del nombre),III 2015,7.8,41892,    Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,"
Documentary, Biography, Music            ",128,Asif Kapadia
348,Bob Esponja: Un héroe fuera del agua,2015,6.0,41540,"    When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.","
Animation, Adventure, Comedy            ",92,Paul Tibbitt
349,El hombre que conocía el infinito,2015,7.2,40220,"    The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.","
Biography, Drama            ",108,Matt Brown
350,Lejos del mundanal ruido,2015,7.1,39381,"    In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.","
Drama, Romance            ",119,Thomas Vinterberg
351,The Last Kingdom,2015– ,8.3,38916,"    The year is 872, and many of the separate kingdoms of what we now know as England have fallen to the invading Danes, leaving the great kingdom of Wessex standing alone and defiant under the...                See full summary »","
Action, Drama, History            ",60,Alexander Dreymon
352,Sinister 2,2015,5.3,38783,    A young mother and her twin sons move into a rural house that's marked for death.,"
Horror, Mystery, Thriller            ",97,Ciarán Foy
